movie,original_title,genres,directors,production_budget,domestic_gross,worldwide_gross,TN_year,TN_month
12 Strong,12 Strong,"Action,Drama,History",nm3350420,35000000.0,45819713.0,71118378.0,2018,Jan
Something Borrowed,Something Borrowed,"Comedy,Drama,Romance",nm0339004,35000000.0,39046489.0,65084116.0,2011,May
In Time,In Time,"Action,Crime,Drama",nm0629272,35000000.0,37553932.0,165103952.0,2011,Oct
The Back-up Plan,The Back-up Plan,"Comedy,Romance",nm0693561,35000000.0,37490007.0,75281179.0,2010,Apr
J. Edgar,J. Edgar,"Biography,Crime,Drama",nm0000142,35000000.0,37306030.0,84606030.0,2011,Nov
Mile 22,Mile 22,"Action,Adventure,Thriller",nm0000916,35000000.0,36108758.0,66295121.0,2018,Aug
Hot Pursuit,Hot Pursuit,"Action,Comedy,Crime",nm0281945,35000000.0,34580201.0,45671512.0,2015,May
Concussion,Concussion,"Biography,Drama,Sport",nm1481618,35000000.0,34531832.0,50363790.0,2015,Dec
Concussion,Concussion,Documentary,nm2250917,35000000.0,34531832.0,50363790.0,2015,Dec
Concussion,Concussion,Drama,nm4945419,35000000.0,34531832.0,50363790.0,2015,Dec
The Foreigner,The Foreigner,Action,nm4528385,35000000.0,34393507.0,140783360.0,2017,Oct
The Foreigner,The Foreigner,"Action,Thriller",nm0132709,35000000.0,34393507.0,140783360.0,2017,Oct
The Foreigner,The Foreigner,"Comedy,Romance",nm2965829,35000000.0,34393507.0,140783360.0,2017,Oct
Adrift,Adrift,"Action,Adventure,Biography",nm0466349,35000000.0,31445011.0,57897191.0,2018,Jun
Adrift,Adrift,Drama,nm2384566,35000000.0,31445011.0,57897191.0,2018,Jun
Adrift,Adrift,Romance,nm4562344,35000000.0,31445011.0,57897191.0,2018,Jun
Underworld: Blood Wars,Underworld: Blood Wars,"Action,Adventure,Fantasy",nm0283816,35000000.0,30353973.0,81209222.0,2017,Jan
Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,"Comedy,Family,Fantasy",nm1264352,35000000.0,29197642.0,97799865.0,2010,Aug
Abduction,Abduction,"Action,Comedy,Drama","nm5417185,nm4726238",35000000.0,28087155.0,86648359.0,2011,Sep
Abduction,Abduction,"Action,Mystery,Thriller",nm0005436,35000000.0,28087155.0,86648359.0,2011,Sep
Abduction,Abduction,"Action,Sci-Fi",nm0053228,35000000.0,28087155.0,86648359.0,2011,Sep
Abduction,Abduction,Drama,"nm4479489,nm4339016",35000000.0,28087155.0,86648359.0,2011,Sep
Abduction,Abduction,"Horror,Thriller",nm5303254,35000000.0,28087155.0,86648359.0,2011,Sep
Alex Cross,Alex Cross,"Action,Crime,Mystery",nm0003418,35000000.0,25888412.0,35426759.0,2012,Oct
Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,"Biography,Comedy,Drama","nm0275629,nm0720135",35000000.0,23083334.0,25350747.0,2016,Mar
Hitman: Agent 47,Hitman: Agent 47,"Action,Adventure,Crime",nm5507490,35000000.0,22467450.0,82182803.0,2015,Aug
Premium Rush,Premium Rush,"Action,Crime,Thriller",nm0462895,35000000.0,20275446.0,31393201.0,2012,Aug
Broken City,Broken City,"Crime,Drama,Thriller",nm0400441,35000000.0,19701164.0,34480045.0,2013,Jan
Furry Vengeance,Furry Vengeance,"Comedy,Family",nm0474955,35000000.0,17630465.0,39340177.0,2010,Apr
Parker,Parker,"Action,Crime,Thriller",nm0000431,35000000.0,17616641.0,48543388.0,2013,Jan
The Tree of Life,The Tree of Life,Documentary,nm10118085,35000000.0,13305665.0,61721826.0,2011,May
The Tree of Life,The Tree of Life,"Drama,Fantasy",nm0000517,35000000.0,13305665.0,61721826.0,2011,May
Sabotage,Sabotage,"Action,Crime,Drama",nm0043742,35000000.0,10508518.0,18376443.0,2014,Mar
Unfinished Business,Unfinished Business,"Comedy,Drama",nm0779433,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,Drama,nm9240749,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,"Drama,Family",nm3593626,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,"Fantasy,Thriller",nm8306770,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,Horror,nm3791583,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,Romance,nm9792940,35000000.0,10219501.0,13214051.0,2015,Mar
Unfinished Business,Unfinished Business,Romance,nm9792940,35000000.0,10219501.0,13214051.0,2015,Mar
The Walk,The Walk,"Adventure,Biography,Drama",nm0000709,35000000.0,10161183.0,61492104.0,2015,Sep
The Walk,The Walk,"Crime,Thriller",nm2228615,35000000.0,10161183.0,61492104.0,2015,Sep
Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,"Biography,Drama,History",nm0149491,35000000.0,8323085.0,29890402.0,2013,Nov
The Snowman,The Snowman,"Crime,Drama,Mystery",nm0019247,35000000.0,6670765.0,43226146.0,2017,Oct
Biutiful,Biutiful,"Drama,Romance",nm0327944,35000000.0,5101237.0,24687524.0,2011,Jan
A Hologram for the King,A Hologram for the King,"Comedy,Drama,Romance",nm0878756,35000000.0,4212494.0,11846010.0,2016,Apr
Stolen,Stolen,"Action,Crime,Thriller",nm0922346,35000000.0,289773.0,17967746.0,2012,Sep
Stolen,Stolen,"Crime,Drama",nm1978370,35000000.0,289773.0,17967746.0,2012,Sep
Stolen,Stolen,Drama,nm6914112,35000000.0,289773.0,17967746.0,2012,Sep
Trespass,Trespass,"Crime,Drama,Thriller",nm0001708,35000000.0,16816.0,786532.0,2011,Oct
Trespass,Trespass,Western,nm4754362,35000000.0,16816.0,786532.0,2011,Oct
The Darkest Hour,The Darkest Hour,"Action,Adventure,Horror",nm0329755,34800000.0,21443494.0,62831715.0,2011,Dec
The Darkest Hour,The Darkest Hour,"Documentary,News","nm5721456,nm6953562",34800000.0,21443494.0,62831715.0,2011,Dec
Baby Driver,Baby Driver,"Action,Crime,Drama",nm0942367,34000000.0,107825862.0,228104185.0,2017,Jun
The Maze Runner,The Maze Runner,"Action,Mystery,Sci-Fi",nm1226871,34000000.0,102427862.0,348319861.0,2014,Sep
The Longest Ride,The Longest Ride,"Drama,Romance",nm0863387,34000000.0,37446117.0,63802928.0,2015,Apr
The Darkest Minds,The Darkest Minds,"Action,Adventure,Drama",nm0950775,34000000.0,12695691.0,38361428.0,2018,Aug
Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",nm2021516,33000000.0,46009673.0,75898100.0,2016,Jul
Step Up Revolution,Step Up Revolution,"Drama,Music,Romance",nm1228976,33000000.0,35074677.0,165552290.0,2012,Jul
Safe,Safe,"Action,Crime,Thriller",nm0945026,33000000.0,17142080.0,41495213.0,2012,Apr
Safe,Safe,Thriller,nm0752244,33000000.0,17142080.0,41495213.0,2012,Apr
The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,"Action,Adventure,Comedy",nm0000466,33000000.0,176847.0,357687.0,2015,Jul
Freaks of Nature,Freaks of Nature,"Comedy,Horror,Sci-Fi",nm0681852,33000000.0,70958.0,70958.0,2015,Oct
Bridesmaids,Bridesmaids,"Comedy,Romance",nm0082450,32500000.0,169211718.0,289632023.0,2011,May
The Big Wedding,The Big Wedding,"Comedy,Drama,Romance",nm0951698,32500000.0,21819348.0,48425971.0,2013,Apr
Wanderlust,Wanderlust,"Adventure,Documentary",,32500000.0,17288155.0,24159934.0,2012,Feb
Wanderlust,Wanderlust,"Comedy,Romance",nm0906476,32500000.0,17288155.0,24159934.0,2012,Feb
Wanderlust,Wanderlust,Documentary,,32500000.0,17288155.0,24159934.0,2012,Feb
Wanderlust,Wanderlust,Drama,"nm8501278,nm8501277",32500000.0,17288155.0,24159934.0,2012,Feb
Wanderlust,Wanderlust,Fantasy,nm5273536,32500000.0,17288155.0,24159934.0,2012,Feb
Takers,Takers,"Action,Crime,Thriller",nm0525141,32000000.0,57744720.0,70587268.0,2010,Aug
Source Code,Source Code,"Action,Drama,Sci-Fi",nm1512910,32000000.0,54712227.0,140428499.0,2011,Apr
I Feel Pretty,I Feel Pretty,"Comedy,Romance","nm0799050,nm0463359",32000000.0,48795601.0,91553797.0,2018,Apr
"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son","Action,Comedy,Crime",nm0925870,32000000.0,37915414.0,82332450.0,2011,Feb
The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,"Adventure,Comedy,Fantasy",nm0769135,32000000.0,22537881.0,27392609.0,2013,Mar
Bad Times at the El Royale,Bad Times at the El Royale,"Crime,Drama,Mystery",nm1206844,32000000.0,17839115.0,29204379.0,2018,Oct
Going the Distance,Going the Distance,Comedy,nm3698101,32000000.0,17804299.0,43603990.0,2010,Sep
Going the Distance,Going the Distance,"Comedy,Romance",nm0123379,32000000.0,17804299.0,43603990.0,2010,Sep
Repo Men,Repo Men,"Action,Crime,Sci-Fi",nm0764601,32000000.0,13942007.0,18195238.0,2010,Mar
Criminal,Criminal,"Action,Crime,Drama",nm0659210,31500000.0,14708696.0,38771262.0,2016,Apr
Criminal,Criminal,"Action,Crime,Drama",nm1033517,31500000.0,14708696.0,38771262.0,2016,Apr
42,42,"Biography,Drama,Sport",nm0001338,31000000.0,95020213.0,97470701.0,2013,Apr
Flight,Flight,"Drama,Thriller",nm0000709,31000000.0,93772375.0,160558438.0,2012,Nov
The Grand Budapest Hotel,The Grand Budapest Hotel,"Adventure,Comedy,Crime",nm0027572,31000000.0,59076019.0,163981261.0,2014,Mar
Vacation,Vacation,"Adventure,Comedy","nm0197855,nm0326246",31000000.0,58884188.0,102306500.0,2015,Jul
Extraordinary Measures,Extraordinary Measures,Drama,nm0891114,31000000.0,12482741.0,15826984.0,2010,Jan
Birth of the Dragon,Birth of the Dragon,"Action,Biography,Drama",nm1079776,31000000.0,6901965.0,7220490.0,2017,Aug
Crazy Rich Asians,Crazy Rich Asians,"Comedy,Romance",nm0160840,30000000.0,174532921.0,238099711.0,2018,Aug
The Vow,The Vow,"Drama,Romance",nm1302591,30000000.0,125014030.0,197618160.0,2012,Feb
Sisters,Sisters,"Action,Drama",nm1272773,30000000.0,87044645.0,106030660.0,2015,Dec
Sisters,Sisters,"Biography,Comedy,Documentary",nm10150199,30000000.0,87044645.0,106030660.0,2015,Dec
Sisters,Sisters,"Biography,Documentary,Music",nm3012888,30000000.0,87044645.0,106030660.0,2015,Dec
Sisters,Sisters,Comedy,nm0601337,30000000.0,87044645.0,106030660.0,2015,Dec
Sisters,Sisters,Comedy,nm9247927,30000000.0,87044645.0,106030660.0,2015,Dec
Sisters,Sisters,Drama,nm3861021,30000000.0,87044645.0,106030660.0,2015,Dec
Looper,Looper,"Action,Crime,Drama",nm0426059,30000000.0,66486205.0,170466405.0,2012,Sep
Warm Bodies,Warm Bodies,"Comedy,Horror,Romance",nm1349522,30000000.0,66380662.0,115121608.0,2013,Feb
The Nut Job,The Nut Job,"Adventure,Animation,Comedy",nm0503259,30000000.0,64251538.0,122529966.0,2014,Jan
Hope Springs,Hope Springs,"Comedy,Drama,Romance",nm0291205,30000000.0,63536011.0,133085295.0,2012,Aug
Midnight in Paris,Midnight in Paris,"Comedy,Documentary,Drama","nm3718339,nm10697434",30000000.0,56816662.0,162502774.0,2011,May
Midnight in Paris,Midnight in Paris,"Comedy,Fantasy,Romance",nm0000095,30000000.0,56816662.0,162502774.0,2011,May
Darkest Hour,Darkest Hour,"Biography,Drama,History",nm0942504,30000000.0,56443120.0,150807172.0,2017,Nov
Life of the Party,Life of the Party,Comedy,nm1229520,30000000.0,53059911.0,65759911.0,2018,May
Life of the Party,Life of the Party,Comedy,nm5914858,30000000.0,53059911.0,65759911.0,2018,May
Life of the Party,Life of the Party,"Comedy,Drama",nm1369377,30000000.0,53059911.0,65759911.0,2018,May
Life of the Party,Life of the Party,Drama,nm1834250,30000000.0,53059911.0,65759911.0,2018,May
Letters to Juliet,Letters to Juliet,"Adventure,Comedy,Drama",nm0935095,30000000.0,53032453.0,82148538.0,2010,May
Southpaw,Southpaw,"Drama,Sport",nm0298807,30000000.0,52421953.0,94156456.0,2015,Jul
Atomic Blonde,Atomic Blonde,"Action,Mystery,Thriller",nm0500610,30000000.0,51573925.0,98345423.0,2017,Jul
Sicario,Sicario,"Action,Crime,Drama",nm0898288,30000000.0,46889293.0,84393749.0,2015,Sep
Den of Thieves,Den of Thieves,"Action,Crime,Drama",nm0345615,30000000.0,44947622.0,80131391.0,2018,Jan
The Three Stooges,The Three Stooges,"Comedy,Family","nm0268380,nm0268370",30000000.0,44338224.0,54052249.0,2012,Apr
The Three Stooges,The Three Stooges,Documentary,,30000000.0,44338224.0,54052249.0,2012,Apr
John Wick,John Wick,"Action,Crime,Thriller","nm0500610,nm0821432",30000000.0,43037835.0,76235001.0,2014,Oct
The Age of Adaline,The Age of Adaline,"Drama,Fantasy,Romance",nm1767218,30000000.0,42629776.0,68984536.0,2015,Apr
Step Up 3D,Step Up 3D,"Drama,Music,Romance",nm0160840,30000000.0,42400223.0,165889117.0,2010,Aug
The Cabin in the Woods,The Cabin in the Woods,Horror,nm1206844,30000000.0,42073277.0,70689968.0,2012,Apr
Hanna,Hanna,"Action,Drama,Thriller",nm0942504,30000000.0,40259119.0,65343694.0,2011,Apr
The Family,The Family,Comedy,nm7550202,30000000.0,36918811.0,51078541.0,2013,Sep
The Family,The Family,"Comedy,Crime,Drama",nm5008380,30000000.0,36918811.0,51078541.0,2013,Sep
The Family,The Family,"Comedy,Crime,Thriller",nm0000108,30000000.0,36918811.0,51078541.0,2013,Sep
The Family,The Family,Documentary,nm0429181,30000000.0,36918811.0,51078541.0,2013,Sep
The Family,The Family,"Horror,Thriller","nm2776253,nm3770762",30000000.0,36918811.0,51078541.0,2013,Sep
The 15:17 to Paris,The 15:17 to Paris,"Biography,Drama,Thriller",nm0000142,30000000.0,36276286.0,56096200.0,2018,Feb
Larry Crowne,Larry Crowne,"Comedy,Drama,Romance",nm0000158,30000000.0,35608245.0,61449135.0,2011,Jul
Carrie,Carrie,"Drama,Horror",nm0005303,30000000.0,35266619.0,82409520.0,2013,Oct
Death Wish,Death Wish,"Action,Crime,Drama",nm0744834,30000000.0,34017028.0,48575965.0,2018,Mar
Entourage,Entourage,Comedy,nm0254120,30000000.0,32363404.0,46438538.0,2015,Jun
Side Effects,Side Effects,"Crime,Drama,Mystery",nm0001752,30000000.0,32172757.0,66742138.0,2013,Feb
Deliver Us from Evil,Deliver Us from Evil,"Horror,Mystery,Thriller",nm0220600,30000000.0,30577122.0,87956618.0,2014,Jul
Get on Up,Get on Up,"Biography,Drama,Music",nm0853238,30000000.0,30569935.0,33339868.0,2014,Aug
The Five-Year Engagement,The Five-Year Engagement,"Comedy,Romance",nm0831557,30000000.0,28700285.0,61623819.0,2012,Apr
Winnie the Pooh,Winnie the Pooh,"Adventure,Animation,Comedy","nm0027459,nm2320658",30000000.0,26692846.0,50145607.0,2011,Jul
White Boy Rick,White Boy Rick,"Crime,Drama",nm1312919,30000000.0,24004833.0,25947983.0,2018,Sep
Sanctum,Sanctum,"Adventure,Drama,Thriller",nm0340958,30000000.0,23209310.0,108957098.0,2011,Feb
Ballerina,Ballerina,"Adventure,Animation,Comedy","nm2908199,nm0562775,nm0896139,nm0838599",30000000.0,21858070.0,96892829.0,2017,Aug
Ballerina,Ballerina,"Biography,Documentary",nm5416387,30000000.0,21858070.0,96892829.0,2017,Aug
The Next Three Days,The Next Three Days,"Action,Crime,Drama",nm0353673,30000000.0,21148651.0,67255916.0,2010,Nov
Proud Mary,Proud Mary,"Action,Crime,Drama",nm0619836,30000000.0,20868638.0,21709539.0,2018,Jan
Runner Runner,Runner Runner,"Crime,Thriller",nm1026778,30000000.0,19316646.0,60512680.0,2013,Oct
Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,"Action,Drama",nm1442514,30000000.0,18985794.0,263502914.0,2017,Apr
Fright Night,Fright Night,"Comedy,Horror",nm0318916,30000000.0,18298649.0,40520649.0,2011,Aug
Steve Jobs,Steve Jobs,"Biography,Drama",nm0000965,30000000.0,17766658.0,35579007.0,2015,Oct
The Last Stand,The Last Stand,"Action,Thriller",nm0453518,30000000.0,12050299.0,48330757.0,2013,Jan
The Last Stand,The Last Stand,Drama,nm3209599,30000000.0,12050299.0,48330757.0,2013,Jan
Dead Man Down,Dead Man Down,"Action,Crime,Drama",nm0649117,30000000.0,10895295.0,19599974.0,2013,Mar
The Lost City of Z,The Lost City of Z,"Adventure,Biography,Drama",nm0336695,30000000.0,8574339.0,17121823.0,2017,Apr
The Space Between Us,The Space Between Us,"Adventure,Drama,Romance",nm0155093,30000000.0,7885294.0,16481405.0,2017,Feb
Barney's Version,Barney's Version,"Comedy,Drama",nm0003557,30000000.0,7502560.0,8845575.0,2011,Jan
Kin,Kin,"Action,Drama,Sci-Fi","nm5192757,nm5239466",30000000.0,5718096.0,10096821.0,2018,Aug
Kin,Kin,"Drama,Music",nm3939072,30000000.0,5718096.0,10096821.0,2018,Aug
Stronger,Stronger,"Action,Sport","nm9125615,nm9125614",30000000.0,4211129.0,8786752.0,2017,Sep
Stronger,Stronger,"Biography,Drama",nm0337773,30000000.0,4211129.0,8786752.0,2017,Sep
Stronger,Stronger,Drama,nm8157258,30000000.0,4211129.0,8786752.0,2017,Sep
Shaft,Shaft,"Action,Comedy,Crime",nm1103162,30000000.0,600000.0,600000.0,2019,Jun
Machine Gun Preacher,Machine Gun Preacher,"Action,Biography,Crime",nm0286975,30000000.0,538690.0,3721988.0,2011,Sep
Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,"Action,Adventure,Animation","nm6735778,nm6336449",30000000.0,490973.0,648599.0,2018,Feb
Wild Card,Wild Card,"Action,Crime,Drama",nm0922346,30000000.0,3200.0,4315789.0,2015,Jan
United Passions,United Passions,"Drama,History,Sport",nm0041474,30000000.0,918.0,168832.0,2015,Jun
Collide,Collide,Action,"nm2408461,nm2698026",29200000.0,2280004.0,5466698.0,2017,Feb
Collide,Collide,"Action,Crime,Thriller",nm2123102,29200000.0,2280004.0,5466698.0,2017,Feb
Pitch Perfect 2,Pitch Perfect 2,"Comedy,Music",nm0006969,29000000.0,184296230.0,287625468.0,2015,May
Night School,Night School,Comedy,nm0002700,29000000.0,77339130.0,103008792.0,2018,Sep
Night School,Night School,Documentary,nm3829351,29000000.0,77339130.0,103008792.0,2018,Sep
The Boss,The Boss,Comedy,nm1229520,29000000.0,63077560.0,78652207.0,2016,Apr
Logan Lucky,Logan Lucky,"Comedy,Crime,Drama",nm0001752,29000000.0,27778642.0,44264271.0,2017,Aug
Florence Foster Jenkins,Florence Foster Jenkins,"Biography,Comedy,Drama",nm0001241,29000000.0,27383770.0,56000339.0,2016,Aug
Straight Outta Compton,Straight Outta Compton,"Biography,Drama,History",nm0336620,28000000.0,161197785.0,202182981.0,2015,Aug
Girls Trip,Girls Trip,"Comedy,Drama",nm0002700,28000000.0,115108515.0,140886353.0,2017,Jul
A Bad Moms Christmas,A Bad Moms Christmas,"Adventure,Comedy","nm0524190,nm0601859",28000000.0,72110659.0,127710550.0,2017,Nov
Safe Haven,Safe Haven,"Drama,Romance,Thriller",nm0002120,28000000.0,71399120.0,94050951.0,2013,Feb
Safe Haven,Safe Haven,Horror,nm2069599,28000000.0,71399120.0,94050951.0,2013,Feb
The Big Short,The Big Short,"Biography,Comedy,Drama",nm0570912,28000000.0,70259870.0,133162752.0,2015,Dec
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",nm0037708,28000000.0,66954149.0,101379287.0,2014,Oct
Last Vegas,Last Vegas,"Comedy,Drama",nm0005509,28000000.0,63914167.0,112914167.0,2013,Jan
Tag,Tag,"Action,Comedy",nm9841823,28000000.0,54730625.0,77026186.0,2018,Jun
Tag,Tag,"Adventure,Documentary",nm6783158,28000000.0,54730625.0,77026186.0,2018,Jun
Tag,Tag,Animation,nm3724905,28000000.0,54730625.0,77026186.0,2018,Jun
Tag,Tag,Comedy,nm1762961,28000000.0,54730625.0,77026186.0,2018,Jun
Tag,Tag,Drama,nm1290481,28000000.0,54730625.0,77026186.0,2018,Jun
Kick-Ass,Kick-Ass,"Action,Comedy",nm0891216,28000000.0,48071303.0,97531134.0,2010,Apr
30 Minutes or Less,30 Minutes or Less,"Action,Comedy,Crime",nm0281508,28000000.0,37053924.0,40966716.0,2011,Aug
3 Days to Kill,3 Days to Kill,"Action,Drama,Thriller",nm0629334,28000000.0,30697999.0,38959900.0,2014,Feb
Kick-Ass 2,Kick-Ass 2,"Action,Comedy,Crime",nm0905592,28000000.0,28795985.0,63129909.0,2013,Aug
A Walk Among the Tombstones,A Walk Among the Tombstones,"Action,Crime,Drama",nm0291082,28000000.0,26017685.0,62108587.0,2014,Sep
The Spy Next Door,The Spy Next Door,"Action,Comedy,Family",nm0505152,28000000.0,24307106.0,46752858.0,2010,Jan
Brick Mansions,Brick Mansions,"Action,Crime",nm0216214,28000000.0,20396829.0,73421224.0,2014,Apr
American Ultra,American Ultra,"Action,Comedy,Sci-Fi",nm1294036,28000000.0,14439985.0,30295028.0,2015,Aug
Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,"Action,Comedy,Horror",nm0824882,28000000.0,10907291.0,16638300.0,2016,Feb
Joyful Noise,Joyful Noise,"Comedy,Drama,Music",nm0333804,27500000.0,30932113.0,31157914.0,2012,Jan
Anonymous,Anonymous,"Action,Comedy,Mystery",nm6825012,27500000.0,4463292.0,15815509.0,2011,Oct
Anonymous,Anonymous,"Drama,Thriller",nm0000386,27500000.0,4463292.0,15815509.0,2011,Oct
Limitless,Limitless,"Biography,Documentary","nm7564191,nm6797520",27000000.0,79249455.0,155564919.0,2011,Mar
Limitless,Limitless,Documentary,nm8457396,27000000.0,79249455.0,155564919.0,2011,Mar
Limitless,Limitless,"Mystery,Sci-Fi,Thriller",nm1139726,27000000.0,79249455.0,155564919.0,2011,Mar
Money Monster,Money Monster,"Crime,Drama,Thriller",nm0000149,27000000.0,41012075.0,93466095.0,2016,May
Pain & Gain,Pain & Gain,"Action,Comedy,Crime",nm0000881,26000000.0,49875291.0,81275291.0,2013,Apr
Legion,Legion,"Action,Fantasy,Horror",nm0829820,26000000.0,40168080.0,67647574.0,2010,Jan
Lawless,Lawless,"Action,Adventure,Documentary",nm0541899,26000000.0,37397291.0,54393687.0,2012,Aug
Lawless,Lawless,"Crime,Drama",nm0384825,26000000.0,37397291.0,54393687.0,2012,Aug
The Best of Me,The Best of Me,"Drama,Romance",nm0001355,26000000.0,26766213.0,41059418.0,2014,Oct
The Raven,The Raven,"Crime,Mystery,Thriller",nm0574625,26000000.0,16008272.0,30601801.0,2012,Apr
The Fifth Estate,The Fifth Estate,"Biography,Drama,Thriller",nm0174374,26000000.0,3254172.0,6154172.0,2013,Oct
Blood Ties,Blood Ties,Action,nm6312369,26000000.0,42472.0,2923959.0,2014,Mar
Blood Ties,Blood Ties,"Action,Crime,Drama",nm0133899,26000000.0,42472.0,2923959.0,2014,Mar
Blood Ties,Blood Ties,Documentary,nm4895964,26000000.0,42472.0,2923959.0,2014,Mar
The Help,The Help,Drama,nm0853238,25000000.0,169705587.0,213120004.0,2011,Aug
